id	SC_unfresh_1	SC_fresh_5	SC_unfresh_2	SC_fresh_6	SC_unfresh_3	Myo_unfresh_1	SC_fresh_1	Myo_unfresh_2	SC_fresh_2	Myo_unfresh_3	SC_fresh_3	Myo_unfresh_4	SC_fresh_4
Cyp4a12b	0	0	0	0	0	0	0	0	0	0	0	1	0
Cyp4a14	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a29-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a30b-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a31	0	0	0	0	0	0	1	0	0	0	0	0	0
Cyp4a32	1	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4b1	3	3	2	3	5	0	6	0	3	0	1	0	1
Cyp4f13	21	19	22	18	16	28	34	17	36	31	7	37	9
Cyp4f14	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f15	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f16	7	1	4	1	3	30	4	23	2	11	1	23	0
Cyp4f17	0	0	0	0	0	1	0	0	0	0	0	1	0
Cyp4f18	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f39	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f40	0	0	0	0	0	1	0	0	0	0	0	0	0
Cyp4f41-ps	0	0	0	0	0	1	0	1	0	0	0	1	0
Cyp4v3	7	2	1	0	2	3	1	2	4	1	3	0	0
Cyp4x1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp51	40	21	32	16	7	120	39	21	19	34	4	41	0
Cyp7a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp7b1	0	1	2	1	2	0	1	0	0	1	0	1	0
Cyp8b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt10	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt14	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt15	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt3	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt4	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt7	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt9	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyr61	1475	205	489	242	451	697	1079	501	602	464	74	877	55
Cys1	1	2	4	0	3	2	0	0	0	0	0	4	1
Cysltr1	1	0	0	0	0	3	0	0	2	11	0	19	0
Cysltr2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystm1	2	2	2	0	0	3	0	0	1	9	1	2	1
Cyth1	3	5	17	8	6	13	12	7	4	30	3	33	2
Cyth2	17	5	15	7	14	83	23	67	9	67	5	75	5
Cyth3	26	15	20	8	12	24	28	14	24	33	8	44	5
Cyth4	1	0	2	0	1	0	0	0	0	0	0	0	0
Cytip	1	0	2	0	0	0	0	0	0	1	1	1	0
Cytl1	0	2	7	0	3	0	5	0	1	0	0	0	2
Cyyr1	0	1	0	1	1	2	1	1	0	2	2	3	0
D030018L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D030024E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D030025P21Rik	0	0	0	0	0	3	0	6	0	2	0	1	0
D030028A08Rik	1	0	1	0	3	6	2	3	3	6	0	9	0
D030040B21Rik	0	0	0	1	1	8	4	6	0	3	2	5	0
D030045P18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D030047H15Rik	2	0	0	0	0	0	1	0	0	0	1	0	0
D030056L22Rik	9	7	15	3	7	49	33	13	10	15	10	23	4
D10Bwg1379e	0	0	0	0	0	0	0	0	0	0	0	0	0
D10Jhu81e	83	33	100	19	59	118	99	120	37	155	15	154	2
D10Wsu102e	13	10	57	12	25	199	55	83	19	75	8	77	4
D10Wsu52e	113	44	150	32	93	623	190	388	102	330	28	400	9
D11Wsu47e	4	3	9	3	5	21	22	13	3	20	2	34	0
D130009I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D130017N08Rik	2	3	1	2	0	6	2	0	5	7	0	8	0
D130020L05Rik	9	2	11	6	8	19	12	22	11	31	8	23	0
D130040H23Rik	0	0	3	0	0	1	0	1	0	2	0	1	0
D130043K22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D130058E03	0	0	0	0	0	0	0	0	0	0	0	0	1
D14Abb1e	28	14	24	16	19	23	27	3	17	35	4	16	2
D15Ertd621e	21	7	17	4	9	68	17	13	9	52	0	101	2
D16Ertd472e	21	11	21	4	5	30	33	6	12	18	1	34	3
D16Ertd519e	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Ertd648e	0	0	0	0	0	0	0	0	0	0	0	0	0
D17H6S53E	14	5	9	1	5	21	9	10	5	20	2	16	1
D17Wsu104e	52	45	79	49	50	382	218	255	67	280	24	344	7
D17Wsu92e	23	9	30	9	30	68	24	37	13	66	3	87	4
D19Bwg1357e	89	63	124	38	65	432	216	109	119	233	22	254	23
D19Ertd737e	20	21	11	15	11	101	38	17	19	88	7	93	3
D1Ertd622e	1	4	8	2	4	68	11	14	1	18	0	29	0
D1Pas1	0	0	0	0	0	0	0	0	0	0	0	0	0
D230025D16Rik	3	0	3	2	2	4	4	1	2	4	1	3	0
D230030E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D2Wsu81e	8	15	13	10	7	77	26	41	13	32	5	44	2
D2hgdh	16	3	6	12	10	15	17	7	18	9	5	15	3
D330022K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D330023K18Rik	8	8	8	1	3	17	18	10	4	24	1	51	6
D330041H03Rik	1	0	2	0	0	5	0	3	0	3	0	6	0
D330045A20Rik	0	0	0	0	0	3	0	0	1	0	0	2	0
D330050G23Rik	0	0	0	0	5	1	3	1	0	2	0	5	1
D330050I16Rik	2	1	2	1	2	12	5	7	2	7	2	5	0
D3Bwg0562e	0	0	0	0	0	0	0	0	0	0	0	0	0
D3Ertd254e	63	43	60	18	36	924	70	727	64	891	28	1101	6
D3Ertd751e	2	5	2	1	4	19	6	0	6	20	2	16	1
D430019H16Rik	0	1	1	1	0	0	0	0	0	4	0	3	0
D430020J02Rik	4	2	5	1	8	7	4	9	5	19	1	9	0
D430036J16Rik	0	0	0	0	0	12	0	0	0	3	0	4	0
D430041D05Rik	0	0	1	1	1	0	0	1	0	2	1	2	0
D430042O09Rik	3	3	12	2	2	7	3	3	3	9	0	11	0
D4Ertd617e	0	0	0	0	0	1	0	0	0	0	0	0	0
D4Wsu53e	148	40	128	55	41	64	127	13	95	83	33	84	15
D530049I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D5Ertd577e	0	0	0	0	0	0	0	0	0	0	0	0	0
D5Ertd579e	9	5	8	5	8	29	8	7	8	47	3	43	3
D5Ertd605e	0	0	0	0	0	0	1	0	0	1	0	0	0
D630003M21Rik	4	0	6	4	1	0	4	0	3	0	1	0	1
D630010B17Rik	0	0	0	0	0	0	0	0	0	0	1	0	0
D630013N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D630023F18Rik	0	1	0	0	0	0	2	0	1	2	0	0	0
D630024D03Rik	0	2	1	0	1	0	1	0	0	3	0	2	0
D630029K05Rik	0	0	0	0	0	0	0	0	1	0	0	1	0
D630032N06Rik	0	0	0	0	1	1	0	0	0	1	0	1	0
D630033O11Rik	2	1	2	0	0	0	1	0	0	0	0	0	0
D630037F22Rik	2	3	4	2	2	10	8	3	5	10	1	10	1
D630039A03Rik	1	0	0	0	0	0	0	0	0	0	1	0	0
D630041G03Rik	1	1	0	1	1	0	1	0	0	0	0	0	0
D630045J12Rik	0	1	3	3	0	12	3	3	0	11	0	4	1
D630045M09Rik	0	0	0	0	1	2	0	0	0	2	0	0	0
D6Ertd474e	0	0	0	0	0	0	0	0	0	0	0	0	0
D6Ertd527e	1	0	0	0	1	0	0	0	0	0	0	1	0
D6Wsu163e	6	2	10	5	10	38	10	7	7	20	0	22	1
D730001G18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D730005E14Rik	1	1	0	0	1	0	0	0	0	1	0	0	0
D730039F16Rik	0	0	1	0	0	1	0	0	0	1	1	1	0
D730045A05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D730048I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D730050B12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D7Ertd143e	0	0	0	0	0	0	0	0	0	0	0	0	0
D7Ertd443e	0	0	0	0	0	0	0	0	0	0	0	0	0
D7Ertd715e	1	0	0	0	0	2	0	0	0	4	1	7	0
D830005E20Rik	0	0	0	0	0	0	0	0	1	0	0	1	0
D830013O20Rik	0	1	0	0	0	0	0	0	0	1	0	0	0
D830015G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D830026I12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D830030K20Rik	0	1	0	0	1	0	1	0	1	0	0	0	0
D830031N03Rik	2	2	4	1	3	29	10	5	3	13	2	19	2
D830032E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D830046C22Rik	0	0	0	1	0	1	0	0	0	0	0	0	0
D8Ertd738e	241	176	251	116	151	1217	505	886	265	994	89	1011	40
D8Ertd82e	5	6	7	6	4	9	10	3	3	19	3	10	0
D930007P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D930015E06Rik	5	6	9	6	3	12	12	8	7	12	5	32	0
D930015M05Rik	1	0	0	0	1	0	0	0	1	0	0	0	0
D930016D06Rik	4	0	1	0	2	4	2	1	2	6	0	10	0
D930020B18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D930028M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
D930032P07Rik	0	0	0	1	0	1	0	0	0	0	0	1	0
D930048N14Rik	3	0	5	1	0	1	1	0	1	5	2	7	0
DQ267100	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ267101	0	0	1	0	0	0	0	0	0	0	0	0	0
DQ267102	0	0	1	0	0	0	0	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0	0	0	0	0	0	0	0
Daam1	29	12	17	9	13	55	20	22	11	45	8	51	3
Daam2	6	5	1	4	1	4	2	0	2	5	1	11	1
Dab1	0	0	0	0	0	0	1	1	0	0	0	0	0
Dab2	10	5	8	5	5	40	4	28	2	33	6	50	1
Dab2ip	31	26	40	26	20	56	31	29	18	51	14	64	8
Dach1	10	4	2	4	6	4	5	1	2	11	1	12	0
Dach2	0	0	0	0	0	0	0	0	0	0	0	1	0
Dact1	0	1	1	1	0	2	0	1	0	2	1	5	1
Dact2	0	0	0	0	0	2	0	0	0	1	0	0	0
Dact3	2	1	1	1	2	4	5	2	2	10	2	11	0
Dad1	199	168	315	128	152	1305	532	424	228	672	83	708	46
Daf2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dag1	1276	458	810	518	676	77	1587	37	740	150	305	193	107
Dagla	6	2	2	0	0	8	2	2	3	4	2	10	1
Daglb	11	3	25	9	11	11	17	9	13	17	7	25	6
Dak	2	2	2	0	1	20	5	11	4	17	0	16	0
Dalrd3	7	5	12	8	5	22	18	24	7	15	8	20	2
Dancr	9	8	12	9	3	59	21	14	12	26	5	31	2
Dand5	10	5	9	6	4	9	11	10	11	12	1	11	0
Dao	0	0	0	0	0	0	0	0	0	0	0	0	0
Dap	132	85	94	72	97	311	327	285	123	200	52	295	28
Dap3	40	15	39	21	26	238	86	203	37	203	16	214	3
Dapk1	1	2	2	3	3	16	4	8	3	21	1	18	0
Dapk2	6	9	6	4	9	102	12	103	4	155	2	210	2
Dapk3	3	3	1	0	1	13	8	14	7	11	3	9	1
Dapl1	0	0	0	0	1	0	0	0	0	0	0	0	0
Dapp1	1	0	1	0	3	3	1	0	1	1	0	1	0
Darc	1	1	2	0	0	0	3	0	1	0	0	0	1
Dars	125	49	147	37	83	466	205	117	94	391	21	456	6
Dars2	3	2	2	2	9	33	10	12	3	17	0	16	2
Daw1	0	0	0	0	0	0	0	0	0	0	0	0	0
Daxx	26	15	27	9	27	93	52	53	17	65	9	73	5
Dazap1	24	15	17	19	7	125	47	61	24	65	15	81	2
Dazap2	194	152	214	111	114	459	372	275	183	334	74	392	24
Dazl	0	0	2	0	0	0	0	0	0	0	0	1	0
Dbc1	0	0	0	0	0	4	0	1	0	0	0	1	0
Dbf4	1	1	0	1	1	58	6	11	1	32	0	30	2
Dbh	0	0	1	0	1	0	2	4	0	11	0	6	0
Dbi	447	243	336	236	169	2362	799	650	340	1326	88	1402	51
Dbil5	2	0	1	0	0	0	2	1	0	2	0	3	0
Dbn1	22	5	20	5	12	59	38	68	23	97	5	121	0
Dbndd1	3	0	2	0	1	9	2	9	2	25	0	21	1
Dbndd2	7	3	17	4	10	8	13	1	9	7	2	9	3
Dbnl	24	12	18	9	24	61	37	38	23	77	5	81	2
Dbp	1	3	2	3	5	4	4	0	1	3	2	2	1
Dbpht2	2	0	1	0	0	0	0	0	0	1	0	0	0
Dbr1	14	2	13	4	8	63	18	33	15	27	2	40	2
Dbt	40	41	55	34	39	23	123	5	56	27	22	50	9
Dbx1	3	2	19	6	5	0	34	0	6	0	2	0	1
Dbx2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf10	5	8	10	8	9	28	18	16	8	48	2	52	1
Dcaf11	33	21	49	7	28	41	41	22	26	64	9	74	3
Dcaf12	27	10	16	4	26	60	40	23	15	49	9	70	1
Dcaf12l1	1	0	0	1	0	0	0	0	0	2	0	2	0
Dcaf12l2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf13	42	22	47	32	29	335	99	120	41	230	12	266	5
Dcaf15	6	2	5	6	5	38	13	27	3	26	3	28	0
Dcaf17	54	34	48	17	18	429	47	272	43	529	13	531	4
Dcaf4	20	18	18	15	11	83	45	71	28	64	8	94	0
Dcaf5	13	2	26	7	12	27	12	10	10	32	7	59	1
Dcaf6	12	4	10	3	9	20	10	4	7	47	2	35	0
Dcaf7	15	9	13	5	7	62	21	28	10	59	3	69	1
Dcaf8	89	27	100	28	61	169	107	123	56	168	24	181	5
Dcakd	44	34	55	21	32	111	73	183	38	146	19	168	12
Dcbld1	2	1	4	0	0	10	3	2	1	7	0	6	0
Dcbld2	5	4	7	1	3	52	3	10	6	44	2	31	0
Dcc	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2a	6	1	2	2	1	0	2	0	2	1	1	1	0
Dcdc2b	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2c	0	0	0	0	0	2	1	1	0	1	1	0	0
Dchs1	9	3	8	5	9	1	3	2	6	21	1	22	0
Dck	9	5	6	0	3	64	7	48	5	32	3	40	0
Dclk1	4	2	4	1	2	160	2	25	1	366	2	271	1
Dclk2	1	1	5	1	0	17	4	6	5	7	1	19	1
Dclk3	34	11	142	7	35	0	23	0	43	0	6	0	1
Dclre1a	14	5	4	2	8	26	12	11	4	28	6	24	2
Dclre1b	2	4	10	6	4	17	14	11	7	25	2	20	2
Dclre1c	87	52	87	34	44	953	73	665	73	703	23	1001	8
Dcn	110	25	128	71	74	15	87	14	42	26	12	18	16
Dcp1a	7	0	7	4	3	17	10	8	1	19	1	17	0
Dcp1b	1	2	8	3	4	4	4	1	6	3	2	1	0
Dcp2	23	22	15	8	9	62	30	24	9	30	6	48	0
Dcpp1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcpp2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcps	23	7	29	6	26	97	42	92	23	67	4	87	4
Dcst1	0	0	0	0	0	0	0	0	0	0	0	1	0
Dcstamp	0	0	0	0	0	0	0	0	0	0	0	0	0
Dct	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctd	16	16	29	10	18	160	65	53	22	52	7	52	4
Dctn1	50	27	38	29	29	91	52	85	36	117	15	120	6
Dctn2	64	37	60	33	41	198	92	166	48	164	17	215	10
Dctn3	64	26	75	30	42	311	167	269	97	350	26	436	17
Dctn4	63	42	57	33	38	144	104	63	41	118	11	140	8
Dctn5	54	24	49	19	33	146	77	109	38	105	14	124	2
Dctn6	70	52	80	24	32	225	132	91	62	210	30	248	6
Dctpp1	38	28	113	27	52	872	218	649	94	410	25	370	11
Dcun1d1	43	13	41	13	31	142	68	19	35	159	8	147	3
Dcun1d2	24	5	11	2	9	37	18	18	13	45	4	57	2
Dcun1d3	5	3	5	1	3	27	2	7	6	29	2	18	0
Dcun1d4	5	0	2	1	4	7	4	1	0	14	2	29	0
Dcun1d5	65	32	36	24	18	195	103	65	41	201	17	189	4
Dcx	1	1	0	1	0	3	1	0	1	1	1	2	0
Dcxr	27	11	28	6	11	159	25	160	18	96	6	115	0
Dda1	21	10	29	5	19	127	44	98	19	123	8	140	4
Ddah1	8	4	4	2	6	53	2	27	0	32	1	51	2
Ddah2	457	210	560	157	173	543	873	616	441	564	90	648	52
Ddb1	147	67	155	47	104	769	285	695	123	757	40	840	15
Ddb2	0	2	1	0	0	0	0	0	0	2	0	1	0
Ddc	3	2	4	2	4	28	5	11	1	42	2	52	0
Ddhd1	4	3	5	4	2	24	6	9	2	14	2	19	1
Ddhd2	31	19	32	5	14	64	43	26	26	38	10	48	4
Ddi1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddi2	0	0	1	1	0	3	0	0	0	1	0	0	0
Ddit3	9	7	9	4	23	60	18	24	10	116	9	148	2
Ddit4	18	3	66	2	17	44	8	10	7	29	0	37	1
Ddit4l	9	6	9	3	4	182	11	152	4	123	0	129	1
Ddn	2	0	0	0	0	0	0	0	0	0	0	0	0
Ddo	2	1	0	0	1	0	2	0	0	0	0	0	0
Ddost	98	51	110	70	91	296	205	227	98	237	22	204	12
Ddr1	55	14	25	15	35	112	57	95	35	186	9	225	6
Ddr2	28	13	24	12	14	55	25	11	17	46	7	57	3
Ddrgk1	160	75	162	45	90	282	239	205	135	305	53	345	20
Ddt	77	76	101	70	46	168	153	114	64	142	23	121	25
Ddx1	72	25	80	25	50	477	129	133	65	257	22	305	8
Ddx10	26	13	25	10	24	77	27	8	24	68	9	92	1
Ddx11	2	0	3	1	3	23	3	23	2	8	1	9	0
Ddx17	129	58	103	30	53	142	112	42	56	155	30	182	6
Ddx18	60	43	103	39	51	414	114	162	76	218	17	214	15
Ddx19a	7	7	6	5	4	14	10	14	5	16	2	29	1
Ddx19b	5	1	7	1	1	19	1	4	4	8	2	8	0
Ddx20	4	2	4	0	4	22	5	4	8	8	0	20	3
Ddx21	77	23	88	31	68	692	124	151	62	193	18	232	13
Ddx23	17	9	15	5	14	61	33	52	10	50	3	53	5
Ddx24	107	66	143	62	109	396	178	246	80	334	42	360	26
Ddx25	2	0	0	0	0	1	0	1	0	2	0	1	0
Ddx26b	19	4	12	7	7	2	14	2	10	4	4	2	3
Ddx27	37	14	42	20	23	177	47	72	32	106	14	84	2
Ddx28	4	2	7	3	2	22	4	13	2	27	4	19	0
Ddx31	5	5	7	4	8	34	18	12	11	12	3	18	4
Ddx39	27	19	44	10	24	962	68	578	43	330	10	276	1
Ddx39b	165	171	236	133	119	603	522	523	274	339	80	353	26
Ddx3x	107	20	125	24	73	187	89	43	51	148	18	163	5
Ddx3y	0	15	3	11	2	57	1	8	0	90	2	111	0
Ddx4	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx41	10	4	11	1	6	46	20	22	3	21	8	32	1
Ddx42	34	9	25	15	27	100	35	41	26	68	8	69	4
Ddx43	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx46	84	34	76	36	57	234	114	71	56	167	34	192	10
Ddx47	89	61	70	56	58	400	189	171	93	184	36	199	19
Ddx49	20	4	13	10	12	59	46	42	17	31	2	39	3
Ddx5	682	364	724	289	436	1610	906	406	500	971	166	1031	88
Ddx50	50	26	59	20	32	135	75	40	33	113	16	149	8
Ddx51	7	6	3	4	3	54	15	25	7	25	2	26	0
Ddx52	29	17	34	20	25	166	69	34	22	96	11	116	2
Ddx54	30	11	47	11	19	176	52	114	18	108	10	156	8
Ddx55	12	12	10	3	7	23	16	21	8	23	3	21	1
Ddx56	44	19	58	19	35	206	88	160	41	125	11	141	3
Ddx58	13	8	10	5	10	7	17	3	7	3	4	2	2
Ddx59	0	0	1	0	2	10	1	1	1	12	0	8	0
Ddx6	67	21	98	12	48	118	66	54	37	142	16	148	8
Ddx60	4	2	1	3	0	4	1	0	0	1	0	0	0
Deaf1	10	5	7	2	6	6	9	11	3	12	0	14	1
Dear1	0	0	0	0	0	0	0	0	0	0	0	0	0
Deb1	68	33	55	26	34	243	77	69	48	313	9	298	3
Decr1	37	23	52	11	40	134	88	62	56	140	11	153	7
Decr2	15	4	8	13	4	36	18	21	10	40	5	66	2
Dedd	13	11	22	4	13	49	25	31	11	44	3	43	4
Dedd2	12	3	13	2	5	18	11	28	8	30	5	34	2
Def6	0	0	2	0	0	37	2	9	1	16	1	18	1
Def8	11	3	10	4	8	20	9	8	4	16	1	29	0
Defa-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps12	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-rs1	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-rs7	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa17	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa2	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa21	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa22	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa23	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa25	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa26	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa4	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa5	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa6	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb1	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb10	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb11	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb12	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb13	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb14	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb15	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb18	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb19	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb2	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb20	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb21	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb22	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb23	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb25	82	68	55	41	38	24	100	23	42	51	18	77	6
Defb26	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb28	0	0	0	0	0	8	0	2	0	0	0	5	0
Defb29	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb3	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb30	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb33	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb34	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb35	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb36	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb37	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb38	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb39	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb4	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb40	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb42	0	0	0	0	0	0	0	1	0	0	0	0	0
Defb43	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb45	0	0	1	0	0	0	0	0	0	0	0	2	1
Defb46	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb47	0	0	0	0	0	3	0	1	0	1	0	2	0
Defb48	0	0	0	0	0	0	0	0	0	2	0	0	0
Defb5	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb50	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb6	0	0	0	0	1	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0	0	0	0	0	0	0
Degs1	107	52	157	37	63	374	187	118	83	350	26	363	20
Degs2	1	0	0	0	0	0	1	0	1	0	0	0	0
Dek	94	66	66	56	64	514	197	78	89	175	52	227	16
Dennd1a	16	5	15	5	8	2	15	5	8	5	3	10	2
Dennd1b	4	4	4	1	3	16	2	5	6	11	2	8	1
Dennd1c	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd2a	16	5	14	6	7	25	14	17	11	16	4	19	1
Dennd2c	0	1	3	0	0	7	1	8	1	11	0	11	0
Dennd2d	0	1	0	0	0	4	0	0	0	0	0	0	0
Dennd3	0	1	0	1	2	1	1	1	0	4	0	0	0
Dennd4a	5	3	3	1	4	5	4	2	6	3	0	10	2
Dennd4b	5	2	7	4	2	3	5	1	5	4	1	5	1
Dennd4c	12	8	15	7	12	16	10	5	9	19	3	23	0
Dennd5a	44	22	33	13	33	58	47	28	26	61	8	80	3
Dennd5b	56	30	59	14	21	729	57	412	50	598	10	851	5
Dennd6a	14	8	26	6	14	16	5	3	8	17	4	20	3
Dennd6b	1	1	2	4	2	8	4	0	4	5	0	6	0
Denr	83	50	101	40	56	716	160	180	63	419	24	466	14
Depdc1a	0	0	0	0	1	52	8	8	1	19	0	24	0
Depdc1b	0	0	0	0	0	6	3	1	0	3	0	1	0
Depdc5	3	3	1	2	2	9	4	14	4	14	0	15	0
Depdc7	8	2	2	3	4	38	1	2	5	11	1	7	1
Deptor	45	16	35	17	18	69	43	20	36	60	20	63	6
Dera	6	3	6	4	5	102	10	53	9	62	1	64	0
Derl1	44	28	33	6	35	107	69	70	35	159	4	201	5
Derl2	36	23	27	19	27	211	72	112	38	174	9	197	5
Derl3	0	0	0	0	0	7	2	0	0	7	0	2	0
Des	290	136	293	111	242	1117	414	1157	203	2114	74	2298	20
Desi1	9	1	5	4	6	27	5	12	6	28	1	21	1
Desi2	28	17	34	12	31	121	61	81	27	109	12	144	4
Det1	2	0	3	2	2	17	6	7	1	9	0	12	0
Dexi	16	7	14	7	9	31	27	6	9	23	4	34	1
Dffa	10	3	4	2	7	11	9	10	5	14	2	21	2
Dffb	3	1	1	1	1	3	4	4	0	3	2	1	0
Dfna5	1	2	1	0	0	27	2	26	1	17	0	20	0
Dfnb59	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgat1	10	2	2	3	3	12	3	12	3	14	1	19	0
Dgat2	4	2	3	1	1	11	6	5	5	22	0	48	1
Dgat2l6	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr14	12	9	18	8	18	92	34	45	14	47	2	50	2
Dgcr2	38	21	58	13	29	45	50	32	36	59	12	63	4
Dgcr6	41	16	23	12	18	85	63	66	38	62	9	87	4
Dgcr8	9	4	3	1	4	20	10	7	3	11	1	14	2
